x_i,y_i
1.590909090909091,2.8469875261467785
1.803030303030303,2.9598106577145096
4.984848484848485,13.041393916802976
1.696969696969697,3.9718891320658005
1.2727272727272727,2.4545198415687346
8.272727272727273,16.48544904943941
4.242424242424242,9.512859005225476
9.757575757575758,13.619779152833038
7.848484848484849,17.21988963100003
0.42424242424242425,1.8312570225398486
6.8939393939393945,16.102631657389676
4.03030303030303,9.362469241230706
0.3181818181818182,1.9831792908361046
3.0757575757575757,7.812169757782506
0.0,1.323039259475748
10.075757575757576,12.701334000027432
4.5606060606060606,12.71157140367403
1.9090909090909092,3.6181516402501974
9.651515151515152,14.760775701108878
10.393939393939394,10.738807076456506
6.787878787878788,16.40771022777722
5.833333333333334,14.90458223623115
7.318181818181818,16.822997363901955
9.96969696969697,12.895008331564753
0.9545454545454546,1.5639255856949514
5.7272727272727275,14.323551533103636
6.257575757575758,15.171572141203779
6.46969696969697,15.541525962804027
2.015151515151515,3.019343046512937
8.803030303030303,14.890188050886044
8.378787878787879,16.665362173464196
4.7727272727272725,11.53423540827696
4.878787878787879,11.223503905707611
2.121212121212121,2.0281994529670824
8.696969696969697,16.567298420080842
7.954545454545455,16.381584017069002
5.9393939393939394,14.862867297370062
6.575757575757576,15.367963145132498
7.636363636363637,17.76751820687104
2.2272727272727275,4.722216200524674
9.545454545454545,13.897467026809935
7.742424242424242,15.997796237038795
0.5303030303030303,-0.16138524019364275
2.4393939393939394,4.269881786076754
3.8181818181818183,9.92258277388163
3.606060606060606,8.082476857201478
8.590909090909092,17.04875660450941
9.227272727272728,14.99015780063886
6.045454545454546,15.260050767782673
8.166666666666666,16.361973862537806
2.3333333333333335,5.1749938158112965
5.409090909090909,13.869230216745311
0.10606060606060606,0.38690353111889353
1.378787878787879,2.203764401613298
4.348484848484849,9.553794878362117
8.90909090909091,16.961854058945487
5.621212121212121,13.211999357191605
1.1666666666666667,2.755149574666676
8.484848484848484,15.634193383666599
3.9242424242424243,10.2288334716121
2.8636363636363638,5.9286278900914455
2.9696969696969697,7.537868908640118
3.5,6.529402648832056
9.015151515151516,17.049421264692615
9.121212121212121,16.271544399548475
4.666666666666667,11.175538641464039
7.106060606060606,16.96939573246577
8.06060606060606,16.201562794261854
9.43939393939394,15.322564732254873
4.136363636363637,9.750455506565121
6.363636363636364,15.12863738392762
3.7121212121212124,8.789104117678642
3.181818181818182,7.15039539271371
9.863636363636363,13.790792575634768
4.454545454545455,9.655654231561668
2.6515151515151514,4.349214474328912
0.21212121212121213,0.9218187439437338
5.515151515151516,13.45901485456189
10.287878787878789,12.519181232563108
7.212121212121212,16.029991207094902
7.53030303030303,16.98245635829137
7.424242424242425,17.389417470844272
2.5454545454545454,6.833405374452013
9.333333333333334,14.036935533867089
2.757575757575758,5.787092909179859
5.196969696969697,12.871953680398002
6.151515151515151,14.767814653130213
7.0,15.29735123977547
10.181818181818182,11.696770582783305
0.7424242424242424,0.7770230404333758
3.393939393939394,7.021199674167641
6.681818181818182,14.837737334502181
1.0606060606060606,1.563079009450047
5.303030303030303,12.637106982852968
3.287878787878788,7.643579315196247
5.090909090909091,11.537465419741004
10.5,10.381492022583538
1.4848484848484849,2.6832121419812247
0.6363636363636364,1.4376001223102328
0.8484848484848485,0.9902509417124743
